Chromosome	Start	End	GC_Content
Chr1	29500000	30000000	43.333
Chr1	30000000	30500000	43.8236
Chr1	30500000	31000000	44.6402
Chr1	31000000	31500000	49.924
Chr1	31500000	32000000	46.8804
Chr1	32000000	32500000	46.117200000000004
Chr1	32500000	33000000	45.9356
Chr1	33000000	33500000	44.8576
Chr1	33500000	34000000	44.041999999999994
Chr1	34000000	34500000	43.802600000000005
Chr1	34500000	35000000	43.983
Chr1	35000000	35500000	44.701800000000006
Chr1	35500000	36000000	45.019999999999996
Chr1	36000000	36500000	44.8884
Chr1	36500000	37000000	44.440200000000004
Chr1	37000000	37500000	45.234
Chr1	37500000	38000000	44.0826
Chr1	38000000	38500000	43.2116
Chr1	38500000	39000000	44.1616
Chr1	39000000	39500000	43.525999999999996
Chr1	39500000	40000000	44.2842
Chr1	40000000	40500000	43.6536
Chr1	40500000	41000000	43.6244
Chr1	41000000	41500000	43.5832
Chr1	41500000	42000000	42.842999999999996
Chr1	42000000	42500000	42.5332
Chr1	42500000	43000000	42.646
Chr1	43000000	43500000	43.370999999999995
Chr1	43500000	44000000	43.0938
Chr1	44000000	44500000	42.3836
Chr1	44500000	45000000	42.5904
Chr1	45000000	45500000	43.4976
Chr1	45500000	46000000	43.198
Chr1	46000000	46500000	43.473
Chr1	46500000	47000000	42.855
Chr1	47000000	47500000	41.7178
Chr1	47500000	48000000	43.3068
Chr1	48000000	48500000	43.3826
Chr1	48500000	49000000	42.6594
Chr1	49000000	49500000	44.153
Chr1	49500000	50000000	43.3732
Chr1	50000000	50500000	43.318200000000004
Chr1	50500000	51000000	43.319
Chr1	51000000	51500000	42.1274
Chr1	51500000	52000000	44.2854
Chr1	52000000	52500000	41.7634
Chr1	52500000	53000000	41.519600000000004
Chr1	53000000	53500000	42.7368
Chr1	53500000	54000000	43.285000000000004
Chr1	54000000	54500000	43.0128
Chr1	54500000	55000000	42.3946
Chr1	55000000	55500000	42.9286
Chr1	55500000	56000000	42.3386
Chr1	56000000	56500000	42.2854
Chr1	56500000	57000000	42.903400000000005
Chr1	57000000	57500000	42.5372
Chr1	57500000	58000000	42.8654
Chr1	58000000	58500000	42.591
Chr1	58500000	59000000	42.105
Chr1	59000000	59500000	41.2432
Chr1	59500000	60000000	41.6794
Chr1	60000000	60500000	42.465599999999995
Chr1	60500000	61000000	43.3106
Chr1	61000000	61500000	42.6028
Chr1	61500000	62000000	43.5502
Chr1	62000000	62500000	42.7122
Chr1	62500000	63000000	42.0968
Chr1	63000000	63500000	43.2526
Chr1	63500000	64000000	43.266
Chr1	64000000	64500000	42.982
Chr1	64500000	65000000	42.003800000000005
Chr1	65000000	65500000	43.272
Chr1	65500000	66000000	43.0818
Chr1	66000000	66500000	43.1538
Chr1	66500000	67000000	42.4574
Chr1	67000000	67500000	42.342600000000004
Chr1	67500000	68000000	43.2952
Chr1	68000000	68500000	43.5188
Chr1	68500000	69000000	43.6586
Chr1	69000000	69500000	43.156
Chr1	69500000	70000000	42.748999999999995
Chr1	70000000	70500000	41.566199999999995
Chr1	70500000	71000000	41.686
Chr1	71000000	71500000	43.4398
Chr1	71500000	72000000	43.7442
Chr1	72000000	72500000	44.056200000000004
Chr1	72500000	73000000	43.3044
Chr1	73000000	73500000	43.2714
Chr1	73500000	74000000	41.6084
Chr1	74000000	74500000	41.943200000000004
Chr1	74500000	75000000	42.0458
Chr1	75000000	75500000	42.69
Chr1	75500000	76000000	43.0946
Chr1	76000000	76500000	43.094
Chr1	76500000	77000000	42.471
Chr1	77000000	77500000	41.6848
Chr1	77500000	78000000	42.004200000000004
Chr1	78000000	78500000	42.363
Chr1	78500000	79000000	41.839999999999996
Chr1	79000000	79500000	42.8204
Chr1	79500000	80000000	41.8232
Chr1	80000000	80500000	43.1556
Chr1	80500000	81000000	41.2634
Chr1	81000000	81500000	41.9806
Chr1	81500000	82000000	42.461
Chr1	82000000	82500000	42.886
Chr1	82500000	83000000	42.2506
Chr1	83000000	83500000	42.4838
Chr1	83500000	84000000	43.2436
Chr1	84000000	84500000	42.6062
Chr1	84500000	85000000	43.215599999999995
Chr1	85000000	85500000	42.6922
Chr1	85500000	86000000	42.403600000000004
Chr1	86000000	86500000	42.208400000000005
Chr1	86500000	87000000	42.8142
Chr1	87000000	87500000	43.025000000000006
Chr1	87500000	88000000	42.1378
Chr1	88000000	88500000	43.4336
Chr1	88500000	89000000	41.9552
Chr1	89000000	89500000	41.243
Chr1	89500000	90000000	42.342
Chr1	90000000	90500000	42.747600000000006
Chr1	90500000	91000000	42.6398
Chr1	91000000	91500000	41.6644
Chr1	91500000	92000000	41.266000000000005
Chr1	92000000	92500000	41.8536
Chr1	92500000	93000000	42.3456
Chr1	93000000	93500000	42.757
Chr1	93500000	94000000	43.7248
Chr1	94000000	94500000	41.836
Chr1	94500000	95000000	42.3578
Chr1	95000000	95500000	41.702600000000004
Chr1	95500000	96000000	42.2104
Chr1	96000000	96500000	41.661
Chr1	96500000	97000000	41.293800000000005
Chr1	97000000	97500000	42.4342
Chr1	97500000	98000000	41.5852
Chr1	98000000	98500000	41.3628
Chr1	98500000	99000000	41.8322
Chr1	99000000	99500000	42.9174
Chr1	99500000	100000000	42.9598
Chr1	100000000	100500000	42.2238
Chr1	100500000	101000000	42.5738
Chr1	101000000	101500000	42.2926
Chr1	101500000	102000000	41.348600000000005
Chr1	102000000	102500000	42.526599999999995
Chr1	102500000	103000000	42.385
Chr1	103000000	103500000	42.8342
Chr1	103500000	104000000	42.4196
Chr1	104000000	104500000	42.3516
Chr1	104500000	105000000	41.8824
Chr1	105000000	105500000	42.3892
Chr1	105500000	106000000	41.4556
Chr1	106000000	106500000	42.6276
Chr1	106500000	107000000	42.464200000000005
Chr1	107000000	107500000	41.8612
Chr1	107500000	108000000	42.0668
Chr1	108000000	108500000	42.9576
Chr1	108500000	109000000	42.8214
Chr1	109000000	109500000	43.342000000000006
Chr1	109500000	110000000	41.592800000000004
Chr1	110000000	110500000	42.4668
Chr1	110500000	111000000	42.936800000000005
Chr1	111000000	111500000	42.498000000000005
Chr1	111500000	112000000	42.445
Chr1	112000000	112500000	42.9226
Chr1	112500000	113000000	42.7316
Chr1	113000000	113500000	41.726
Chr1	113500000	114000000	42.647400000000005
Chr1	114000000	114500000	42.0018
Chr1	114500000	115000000	42.7656
Chr1	115000000	115500000	41.8566
Chr1	115500000	116000000	42.0634
Chr1	116000000	116500000	42.6146
Chr1	116500000	117000000	42.0452
Chr1	117000000	117500000	42.6828
Chr1	117500000	118000000	42.0694
Chr1	118000000	118500000	42.0292
Chr1	118500000	119000000	42.1032
Chr1	119000000	119500000	42.946400000000004
Chr1	119500000	120000000	42.485
Chr1	120000000	120500000	41.7212
Chr1	120500000	121000000	42.3192
Chr1	121000000	121500000	42.4594
Chr1	121500000	122000000	42.42
Chr1	122000000	122500000	41.9386
Chr1	122500000	123000000	42.7434
Chr1	123000000	123500000	42.7494
Chr1	123500000	124000000	41.8338
Chr1	124000000	124500000	42.093599999999995
Chr1	124500000	125000000	42.6742
Chr1	125000000	125500000	42.7654
Chr1	125500000	126000000	42.5392
Chr1	126000000	126500000	42.2282
Chr1	126500000	127000000	41.976400000000005
Chr1	127000000	127500000	42.776599999999995
Chr1	127500000	128000000	42.6342
Chr1	128000000	128500000	42.897800000000004
Chr1	128500000	129000000	42.586
Chr1	129000000	129500000	42.4996
Chr1	129500000	130000000	42.2164
Chr1	130000000	130500000	42.257600000000004
Chr1	130500000	131000000	42.7532
Chr1	131000000	131500000	41.7132
Chr1	131500000	132000000	42.9184
Chr1	132000000	132500000	41.492000000000004
Chr1	132500000	133000000	42.1834
Chr1	133000000	133500000	42.2374
Chr1	133500000	134000000	42.766999999999996
Chr1	134000000	134500000	43.1256
Chr1	134500000	135000000	42.2928
Chr1	135000000	135500000	42.8736
Chr1	135500000	136000000	43.0808
Chr1	136000000	136500000	42.9948
Chr1	136500000	137000000	42.486000000000004
Chr1	137000000	137500000	41.1566
Chr1	137500000	138000000	42.163000000000004
Chr1	138000000	138500000	42.0404
Chr1	138500000	139000000	42.1694
Chr1	139000000	139500000	42.669200000000004
Chr1	139500000	140000000	42.5342
Chr1	140000000	140500000	41.746
Chr1	140500000	141000000	42.903999999999996
Chr1	141000000	141500000	42.359
Chr1	141500000	142000000	43.019
Chr1	142000000	142500000	43.0948
Chr1	142500000	143000000	43.2678
Chr1	143000000	143500000	42.2318
Chr1	143500000	144000000	41.5878
Chr1	144000000	144500000	42.472
Chr1	144500000	145000000	42.8556
Chr1	145000000	145500000	43.195
Chr1	145500000	146000000	43.251
Chr1	146000000	146500000	43.3826
Chr1	146500000	147000000	42.4616
Chr1	147000000	147500000	42.293
Chr1	147500000	148000000	42.8744
Chr1	148000000	148500000	42.525
Chr1	148500000	149000000	43.0248
Chr1	149000000	149500000	42.683
Chr1	149500000	150000000	43.348
Chr1	150000000	150500000	42.141400000000004
Chr1	150500000	151000000	43.3298
Chr1	151000000	151500000	42.964400000000005
Chr1	151500000	152000000	42.6524
Chr1	152000000	152500000	42.594
Chr1	152500000	153000000	43.068200000000004
Chr1	153000000	153500000	43.4614
Chr1	153500000	154000000	42.4752
Chr1	154000000	154500000	43.059
Chr1	154500000	155000000	43.4708
Chr1	155000000	155500000	42.882799999999996
Chr1	155500000	156000000	41.1276
Chr1	156000000	156500000	42.0858
Chr1	156500000	157000000	42.942
Chr1	157000000	157500000	42.8564
Chr1	157500000	158000000	42.489
Chr1	158000000	158500000	43.0296
Chr1	158500000	159000000	42.9238
Chr1	159000000	159500000	42.8952
Chr1	159500000	160000000	41.9052
Chr1	160000000	160500000	42.5064
Chr1	160500000	161000000	41.7978
Chr1	161000000	161500000	42.5732
Chr1	161500000	162000000	42.4326
Chr1	162000000	162500000	42.251
Chr1	162500000	163000000	43.414
Chr1	163000000	163500000	43.1032
Chr1	163500000	164000000	43.3348
Chr1	164000000	164500000	43.306
Chr1	164500000	165000000	42.0674
Chr1	165000000	165500000	41.5884
Chr1	165500000	166000000	42.5394
Chr1	166000000	166500000	42.8234
Chr1	166500000	167000000	43.0208
Chr1	167000000	167500000	42.6116
Chr1	167500000	168000000	42.891200000000005
Chr1	168000000	168500000	42.183
Chr1	168500000	169000000	42.581799999999994
Chr1	169000000	169500000	42.9458
Chr1	169500000	170000000	41.6122
Chr1	170000000	170500000	43.086400000000005
Chr1	170500000	171000000	42.5848
Chr1	171000000	171500000	42.8616
Chr1	171500000	172000000	42.682199999999995
Chr1	172000000	172500000	43.4356
Chr1	172500000	173000000	42.5502
Chr1	173000000	173500000	42.721599999999995
Chr1	173500000	174000000	42.231
Chr1	174000000	174500000	42.585
Chr1	174500000	175000000	42.683
Chr1	175000000	175500000	41.792
Chr1	175500000	176000000	42.644999999999996
Chr1	176000000	176500000	43.203399999999995
Chr1	176500000	177000000	43.0396
Chr1	177000000	177500000	42.7436
Chr1	177500000	178000000	43.362
Chr1	178000000	178500000	42.817
Chr1	178500000	179000000	42.6188
Chr1	179000000	179500000	42.6306
Chr1	179500000	180000000	43.014599999999994
Chr1	180000000	180500000	43.2204
Chr1	180500000	181000000	43.099199999999996
Chr1	181000000	181500000	41.6068
Chr1	181500000	182000000	43.0572
Chr1	182000000	182500000	42.4828
Chr1	182500000	183000000	42.4336
Chr1	183000000	183500000	43.0852
Chr1	183500000	184000000	41.3562
Chr1	184000000	184500000	41.3998
Chr1	184500000	185000000	41.0224
Chr1	185000000	185500000	42.532
Chr1	185500000	186000000	41.5676
Chr1	186000000	186500000	42.0274
Chr1	186500000	187000000	41.964
Chr1	187000000	187500000	42.737
Chr1	187500000	188000000	42.138
Chr1	188000000	188500000	42.1076
Chr1	188500000	189000000	42.1558
Chr1	189000000	189500000	42.0826
Chr1	189500000	190000000	41.8692
Chr1	190000000	190500000	41.7064
Chr1	190500000	191000000	41.171
Chr1	191000000	191500000	41.9808
Chr1	191500000	192000000	43.003
Chr1	192000000	192500000	43.351600000000005
Chr1	192500000	193000000	43.1332
Chr1	193000000	193500000	42.584
Chr1	193500000	194000000	41.9566
Chr1	194000000	194500000	42.82
Chr1	194500000	195000000	43.020599999999995
Chr1	195000000	195500000	42.6512
Chr1	195500000	196000000	43.2516
Chr1	196000000	196500000	43.2592
Chr1	196500000	197000000	43.059
Chr1	197000000	197500000	42.3764
Chr1	197500000	198000000	42.4002
Chr1	198000000	198500000	40.690599999999996
Chr1	198500000	199000000	41.873599999999996
Chr1	199000000	199500000	42.3174
Chr1	199500000	200000000	43.6768
Chr1	200000000	200500000	42.3242
Chr1	200500000	201000000	42.0036
Chr1	201000000	201500000	41.8746
Chr1	201500000	202000000	41.9726
Chr1	202000000	202500000	43.0038
Chr1	202500000	203000000	42.7314
Chr1	203000000	203500000	42.051
Chr1	203500000	204000000	42.1504
Chr1	204000000	204500000	42.6528
Chr1	204500000	205000000	42.6514
Chr1	205000000	205500000	42.7108
Chr1	205500000	206000000	42.2746
Chr1	206000000	206500000	42.8858
Chr1	206500000	207000000	41.9056
Chr1	207000000	207500000	42.836
Chr1	207500000	208000000	42.830400000000004
Chr1	208000000	208500000	42.431400000000004
Chr1	208500000	209000000	41.905
Chr1	209000000	209500000	41.970600000000005
Chr1	209500000	210000000	42.0576
Chr1	210000000	210500000	42.3466
Chr1	210500000	211000000	42.859
Chr1	211000000	211500000	42.069
Chr1	211500000	212000000	42.587
Chr1	212000000	212500000	42.2328
Chr1	212500000	213000000	41.842800000000004
Chr1	213000000	213500000	43.0716
Chr1	213500000	214000000	42.089999999999996
Chr1	214000000	214500000	41.9958
Chr1	214500000	215000000	42.7368
Chr1	215000000	215500000	42.5432
Chr1	215500000	216000000	42.680800000000005
Chr1	216000000	216500000	41.858200000000004
Chr1	216500000	217000000	41.7346
Chr1	217000000	217500000	42.185
Chr1	217500000	218000000	42.0808
Chr1	218000000	218500000	41.6448
Chr1	218500000	219000000	41.824
Chr1	219000000	219500000	41.9622
Chr1	219500000	220000000	42.1516
Chr1	220000000	220500000	42.160799999999995
Chr1	220500000	221000000	41.943200000000004
Chr1	221000000	221500000	41.531400000000005
Chr1	221500000	222000000	42.1512
Chr1	222000000	222500000	41.5284
Chr1	222500000	223000000	42.2028
Chr1	223000000	223500000	42.0138
Chr1	223500000	224000000	42.5794
Chr1	224000000	224500000	42.742799999999995
Chr1	224500000	225000000	43.028
Chr1	225000000	225500000	42.114200000000004
Chr1	225500000	226000000	42.6758
Chr1	226000000	226500000	42.9814
Chr1	226500000	227000000	42.226
Chr1	227000000	227500000	41.9838
Chr1	227500000	228000000	41.6316
Chr1	228000000	228500000	42.5106
Chr1	228500000	229000000	42.202400000000004
Chr1	229000000	229500000	42.730000000000004
Chr1	229500000	230000000	42.5228
Chr1	230000000	230500000	43.1028
Chr1	230500000	231000000	42.8666
Chr1	231000000	231500000	43.6978
Chr1	231500000	232000000	43.0554
Chr1	232000000	232500000	42.849399999999996
Chr1	232500000	233000000	43.6784
Chr1	233000000	233500000	42.9328
Chr1	233500000	234000000	43.9956
Chr1	234000000	234500000	43.8434
Chr1	234500000	235000000	44.744
Chr1	235000000	235500000	45.073800000000006
Chr1	235500000	236000000	45.589400000000005
Chr1	236000000	236500000	44.5928
Chr1	236500000	237000000	43.4824
Chr1	237000000	237500000	44.6862
Chr1	237500000	238000000	43.7934
Chr1	238000000	238500000	43.477
Chr1	238500000	239000000	44.4912
Chr1	239000000	239500000	43.3908
Chr1	239500000	240000000	43.4814
Chr1	240000000	240500000	44.1182
Chr1	240500000	241000000	43.3704
Chr1	241000000	241500000	43.7086
Chr1	241500000	242000000	44.544
Chr1	242000000	242500000	43.8786
Chr1	242500000	243000000	44.1262
Chr1	243000000	243500000	43.479800000000004
Chr1	243500000	244000000	42.452
Chr1	244000000	244500000	42.1012
Chr1	244500000	245000000	42.5822
Chr1	245000000	245500000	42.8498
Chr1	245500000	246000000	42.474000000000004
Chr1	246000000	246500000	42.1068
Chr1	246500000	247000000	42.7736
Chr1	247000000	247500000	42.6376
Chr1	247500000	248000000	42.2544
Chr1	248000000	248500000	43.4168
Chr1	248500000	249000000	43.0648
Chr1	249000000	249500000	43.3142
Chr1	249500000	250000000	42.120000000000005
Chr1	250000000	250500000	42.679
Chr1	250500000	251000000	42.0688
Chr1	251000000	251500000	42.4884
Chr1	251500000	252000000	41.6304
Chr1	252000000	252500000	41.4632
Chr1	252500000	253000000	40.6822
Chr1	253000000	253500000	41.8142
Chr1	253500000	254000000	42.4848
Chr1	254000000	254500000	42.7116
Chr1	254500000	255000000	43.0628
Chr1	255000000	255500000	41.8566
Chr1	255500000	256000000	41.4544
Chr1	256000000	256500000	42.5682
Chr1	256500000	257000000	42.0044
Chr1	257000000	257500000	41.3896
Chr1	257500000	258000000	41.9434
Chr1	258000000	258500000	42.0238
Chr1	258500000	259000000	42.605
Chr1	259000000	259500000	42.707
Chr1	259500000	260000000	41.3956
Chr1	260000000	260500000	41.8444
Chr1	260500000	261000000	42.5518
Chr1	261000000	261500000	41.327799999999996
Chr1	261500000	262000000	42.4338
Chr1	262000000	262500000	42.790800000000004
Chr1	262500000	263000000	42.275600000000004
Chr1	263000000	263500000	42.634
Chr1	263500000	264000000	42.3588
Chr1	264000000	264500000	41.8844
Chr1	264500000	265000000	42.7204
Chr1	265000000	265500000	41.6422
Chr1	265500000	266000000	41.592400000000005
Chr1	266000000	266500000	42.1126
Chr1	266500000	267000000	42.1016
Chr1	267000000	267500000	42.545
Chr1	267500000	268000000	43.1978
Chr1	268000000	268500000	41.3118
Chr1	268500000	269000000	42.2072
Chr1	269000000	269500000	41.7134
Chr1	269500000	270000000	42.098
Chr1	270000000	270500000	42.4016
Chr1	270500000	271000000	42.8522
Chr1	271000000	271500000	43.4074
Chr1	271500000	272000000	43.2552
Chr1	272000000	272500000	43.105
Chr1	272500000	273000000	42.5978
Chr1	273000000	273500000	42.8694
Chr1	273500000	274000000	43.1674
Chr1	274000000	274500000	42.4616
Chr1	274500000	275000000	43.477199999999996
Chr1	275000000	275500000	42.815999999999995
Chr1	275500000	276000000	43.5792
Chr1	276000000	276500000	43.2672
Chr1	276500000	277000000	44.112
Chr1	277000000	277500000	42.193799999999996
Chr1	277500000	278000000	42.515
Chr1	278000000	278500000	42.8814
Chr1	278500000	279000000	43.124
Chr1	279000000	279500000	42.187599999999996
Chr1	279500000	280000000	42.669200000000004
Chr1	280000000	280500000	43.339800000000004
Chr1	280500000	281000000	43.4834
Chr1	281000000	281500000	44.096000000000004
Chr1	281500000	282000000	42.086800000000004
Chr1	282000000	282500000	43.3764
Chr1	282500000	283000000	42.504799999999996
Chr1	283000000	283500000	42.7954
Chr1	283500000	284000000	41.950199999999995
Chr1	284000000	284500000	43.5396
Chr1	284500000	285000000	43.3446
Chr1	285000000	285500000	43.1742
Chr1	285500000	286000000	44.0874
Chr1	286000000	286500000	43.808
Chr1	286500000	287000000	44.5436
Chr1	287000000	287500000	43.444
Chr1	287500000	288000000	42.451
Chr1	288000000	288500000	42.8598
Chr1	288500000	289000000	42.6638
Chr1	289000000	289500000	41.922599999999996
Chr1	289500000	290000000	42.3002
Chr1	290000000	290500000	42.7268
Chr1	290500000	291000000	44.939800000000005
Chr1	291000000	291500000	43.3322
Chr1	291500000	292000000	43.892399999999995
Chr1	292000000	292500000	44.6738
Chr1	292500000	293000000	43.4834
Chr1	293000000	293500000	43.7066
Chr1	293500000	294000000	44.0212
Chr1	294000000	294500000	42.629
Chr1	294500000	295000000	43.8622
Chr1	295000000	295500000	44.9264
Chr1	295500000	296000000	45.806000000000004
Chr1	296000000	296500000	46.8088
Chr1	296500000	297000000	47.7682
Chr1	297000000	297500000	48.1436
Chr1	297500000	297744077	47.403073620210016
Chr2	0	500000	54.5218
Chr2	500000	1000000	52.7822
Chr2	1000000	1500000	50.2138
Chr2	1500000	2000000	49.4124
Chr2	2000000	2500000	46.5364
Chr2	2500000	3000000	45.849000000000004
Chr2	3000000	3500000	44.8784
Chr2	3500000	4000000	45.486399999999996
Chr2	4000000	4500000	45.3202
Chr2	4500000	5000000	45.2542
Chr2	5000000	5500000	45.2692
Chr2	5500000	6000000	44.824999999999996
Chr2	6000000	6500000	45.000800000000005
Chr2	6500000	7000000	44.9366
Chr2	7000000	7500000	44.9058
Chr2	7500000	8000000	44.323
Chr2	8000000	8500000	43.5414
Chr2	8500000	9000000	43.5896
Chr2	9000000	9500000	44.607
Chr2	9500000	10000000	43.647000000000006
Chr2	10000000	10500000	43.1944
Chr2	10500000	11000000	43.6028
Chr2	11000000	11500000	41.4048
Chr2	11500000	12000000	42.897200000000005
Chr2	12000000	12500000	43.641000000000005
Chr2	12500000	13000000	42.6894
Chr2	13000000	13500000	42.775
Chr2	13500000	14000000	43.0642
Chr2	14000000	14500000	42.8172
Chr2	14500000	15000000	43.0986
Chr2	15000000	15500000	42.0664
Chr2	15500000	16000000	42.077
Chr2	16000000	16500000	42.8092
Chr2	16500000	17000000	43.355
Chr2	17000000	17500000	43.138
Chr2	17500000	18000000	44.069599999999994
Chr2	18000000	18500000	42.403400000000005
Chr2	18500000	19000000	42.5708
Chr2	19000000	19500000	43.307
Chr2	19500000	20000000	42.5734
Chr2	20000000	20500000	42.687999999999995
Chr2	20500000	21000000	42.0036
Chr2	21000000	21500000	42.743199999999995
Chr2	21500000	22000000	42.8072
Chr2	22000000	22500000	42.59
Chr2	22500000	23000000	42.904199999999996
Chr2	23000000	23500000	42.733
Chr2	23500000	24000000	42.4294
Chr2	24000000	24500000	41.997800000000005
Chr2	24500000	25000000	43.1536
Chr2	25000000	25500000	41.6956
Chr2	25500000	26000000	40.888000000000005
Chr2	26000000	26500000	42.898399999999995
Chr2	26500000	27000000	42.7974
Chr2	27000000	27500000	42.693
Chr2	27500000	28000000	41.828199999999995
Chr2	28000000	28500000	42.5774
Chr2	28500000	29000000	42.265
Chr2	29000000	29500000	42.1988
Chr2	29500000	30000000	42.9472
Chr2	30000000	30500000	43.0844
Chr2	30500000	31000000	41.7392
Chr2	31000000	31500000	41.4722
Chr2	31500000	32000000	42.0124
Chr2	32000000	32500000	41.8548
Chr2	32500000	33000000	42.2842
Chr2	33000000	33500000	42.8126
Chr2	33500000	34000000	43.068200000000004
Chr2	34000000	34500000	42.1386
Chr2	34500000	35000000	42.091
Chr2	35000000	35500000	42.721399999999996
Chr2	35500000	36000000	41.5056
Chr2	36000000	36500000	41.9196
Chr2	36500000	37000000	42.0618
Chr2	37000000	37500000	42.579
Chr2	37500000	38000000	40.2868
Chr2	38000000	38500000	41.8612
Chr2	38500000	39000000	42.2288
Chr2	39000000	39500000	42.9822
Chr2	39500000	40000000	43.2252
Chr2	40000000	40500000	42.703
Chr2	40500000	41000000	41.965599999999995
Chr2	41000000	41500000	42.2006
Chr2	41500000	42000000	42.1522
Chr2	42000000	42500000	41.9134
Chr2	42500000	43000000	41.8792
Chr2	43000000	43500000	40.7498
Chr2	43500000	44000000	41.9266
Chr2	44000000	44500000	42.9932
Chr2	44500000	45000000	43.135200000000005
Chr2	45000000	45500000	41.7004
Chr2	45500000	46000000	41.9186
Chr2	46000000	46500000	42.5294
Chr2	46500000	47000000	41.9364
Chr2	47000000	47500000	42.8024
Chr2	47500000	48000000	42.4184
Chr2	48000000	48500000	41.1842
Chr2	48500000	49000000	42.5614
Chr2	49000000	49500000	42.1018
Chr2	49500000	50000000	41.5018
Chr2	50000000	50500000	41.9012
Chr2	50500000	51000000	42.3294
Chr2	51000000	51500000	42.1564
Chr2	51500000	52000000	42.43
Chr2	52000000	52500000	42.165
Chr2	52500000	53000000	41.7642
Chr2	53000000	53500000	42.3082
Chr2	53500000	54000000	42.411
Chr2	54000000	54500000	43.2758
Chr2	54500000	55000000	42.482
Chr2	55000000	55500000	42.5574
Chr2	55500000	56000000	42.1022
Chr2	56000000	56500000	42.312
Chr2	56500000	57000000	42.205
Chr2	57000000	57500000	42.4418
Chr2	57500000	58000000	41.744
Chr2	58000000	58500000	42.6956
Chr2	58500000	59000000	42.309999999999995
Chr2	59000000	59500000	41.9918
Chr2	59500000	60000000	42.3852
Chr2	60000000	60500000	42.611399999999996
Chr2	60500000	61000000	42.1496
Chr2	61000000	61500000	42.998999999999995
Chr2	61500000	62000000	42.070800000000006
Chr2	62000000	62500000	42.0672
Chr2	62500000	63000000	42.2018
Chr2	63000000	63500000	42.5894
Chr2	63500000	64000000	42.5446
Chr2	64000000	64500000	42.091
Chr2	64500000	65000000	42.3866
Chr2	65000000	65500000	42.1014
Chr2	65500000	66000000	43.0378
Chr2	66000000	66500000	42.4118
Chr2	66500000	67000000	41.9276
Chr2	67000000	67500000	42.344
Chr2	67500000	68000000	42.107
Chr2	68000000	68500000	42.8682
Chr2	68500000	69000000	40.65
Chr2	69000000	69500000	41.7602
Chr2	69500000	70000000	41.788599999999995
Chr2	70000000	70500000	42.4078
Chr2	70500000	71000000	42.852000000000004
Chr2	71000000	71500000	42.4062
Chr2	71500000	72000000	42.025
Chr2	72000000	72500000	41.787800000000004
Chr2	72500000	73000000	41.0648
Chr2	73000000	73500000	42.2602
Chr2	73500000	74000000	41.5154
Chr2	74000000	74500000	42.0834
Chr2	74500000	75000000	41.602
Chr2	75000000	75500000	43.2984
Chr2	75500000	76000000	42.4134
Chr2	76000000	76500000	43.0344
Chr2	76500000	77000000	43.4686
Chr2	77000000	77500000	42.4424
Chr2	77500000	78000000	43.0578
Chr2	78000000	78500000	42.8018
Chr2	78500000	79000000	43.9726
Chr2	79000000	79500000	43.6712
Chr2	79500000	80000000	43.513600000000004
Chr2	80000000	80500000	43.014599999999994
Chr2	80500000	81000000	42.7774
